Date,CL=F,PLN=X,diesel,super95
2020-07-31,40.27000045776367,3.710099935531616,3372.0,3410.0
2020-08-01,40.27000045776367,3.710099935531616,3362.0,3382.0
2020-08-02,40.27000045776367,3.710099935531616,3362.0,3382.0
2020-08-03,41.0099983215332,3.7530899047851562,3362.0,3382.0
2020-08-04,41.70000076293945,3.750880002975464,3366.0,3388.0
2020-08-05,42.189998626708984,3.7207999229431152,3366.0,3383.0
2020-08-06,41.95000076293945,3.7049999237060547,3390.0,3416.0
2020-08-07,41.220001220703125,3.7165000438690186,3389.0,3432.0
2020-08-08,41.220001220703125,3.7165000438690186,3373.0,3448.0
2020-08-09,41.220001220703125,3.7165000438690186,3373.0,3448.0
2020-08-10,41.939998626708984,3.745919942855835,3373.0,3448.0
2020-08-11,41.61000061035156,3.7469000816345215,3352.0,3455.0
2020-08-12,42.66999816894531,3.7511000633239746,3353.0,3461.0
2020-08-13,42.2400016784668,3.7311999797821045,3365.0,3478.0
2020-08-14,42.0099983215332,3.721299886703491,3370.0,3483.0
2020-08-15,42.0099983215332,3.721299886703491,3367.0,3487.0
2020-08-16,42.0099983215332,3.721299886703491,3367.0,3487.0
2020-08-17,42.88999938964844,3.7083001136779785,3367.0,3487.0
2020-08-18,42.88999938964844,3.7018001079559326,3359.0,3483.0
2020-08-19,42.93000030517578,3.6626999378204346,3359.0,3481.0
2020-08-20,42.58000183105469,3.714169979095459,3353.0,3477.0
2020-08-21,42.34000015258789,3.6886000633239746,3348.0,3476.0
2020-08-22,42.34000015258789,3.6886000633239746,3329.0,3473.0
2020-08-23,42.34000015258789,3.6886000633239746,3329.0,3473.0
2020-08-24,42.619998931884766,3.7367000579833984,3329.0,3473.0
2020-08-25,43.349998474121094,3.723249912261963,3330.0,3491.0
2020-08-26,43.38999938964844,3.7146599292755127,3343.0,3511.0
2020-08-27,43.040000915527344,3.725559949874878,3356.0,3528.0
2020-08-28,42.970001220703125,3.728100061416626,3346.0,3512.0
2020-08-29,42.970001220703125,3.728100061416626,3329.0,3486.0
2020-08-30,42.970001220703125,3.728100061416626,3329.0,3486.0
2020-08-31,42.61000061035156,3.6793999671936035,3329.0,3486.0
2020-09-01,42.7599983215332,3.6814699172973633,3329.0,3486.0
2020-09-02,41.5099983215332,3.677299976348877,3321.0,3475.0
2020-09-03,41.369998931884766,3.721400022506714,3314.0,3472.0
2020-09-04,39.77000045776367,3.745500087738037,3290.0,3450.0
2020-09-05,39.77000045776367,3.745500087738037,3271.0,3443.0
2020-09-06,39.77000045776367,3.745500087738037,3271.0,3443.0
2020-09-07,39.77000045776367,3.7651000022888184,3271.0,3443.0
2020-09-08,36.7599983215332,3.749500036239624,3251.0,3438.0
2020-09-09,38.04999923706055,3.7792000770568848,3230.0,3418.0
2020-09-10,37.29999923706055,3.7578001022338867,3216.0,3412.0
2020-09-11,37.33000183105469,3.764050006866455,3201.0,3398.0
2020-09-12,37.33000183105469,3.764050006866455,3206.0,3396.0
2020-09-13,37.33000183105469,3.764050006866455,3206.0,3396.0
2020-09-14,37.2599983215332,3.75600004196167,3206.0,3396.0
